1.546323490142822266e+01,7.502884268760681152e-01
1.547369956970214844e+01,7.502896189689636230e-01
1.548416328430175781e+01,7.502930164337158203e-01
1.549462699890136719e+01,7.502984404563903809e-01
1.550509071350097656e+01,7.503057718276977539e-01
1.551555442810058594e+01,7.503147125244140625e-01
1.552601814270019531e+01,7.503251433372497559e-01
1.553648185729980469e+01,7.503369450569152832e-01
1.554694557189941406e+01,7.503498196601867676e-01
1.555740928649902344e+01,7.503635883331298828e-01
1.556787300109863281e+01,7.503781318664550781e-01
1.557833766937255859e+01,7.503932118415832520e-01
1.558880138397216797e+01,7.504087090492248535e-01
1.559926509857177734e+01,7.504243254661560059e-01
1.560972881317138672e+01,7.504400014877319336e-01
1.562019252777099609e+01,7.504554390907287598e-01
1.563065624237060547e+01,7.504705786705017090e-01
1.564111995697021484e+01,7.504850625991821289e-01
1.565158367156982422e+01,7.504988908767700195e-01
1.566204738616943359e+01,7.505117654800415039e-01
1.567251110076904297e+01,7.505235075950622559e-01
1.568297481536865234e+01,7.505339384078979492e-01
1.569343948364257812e+01,7.505429387092590332e-01
1.570390319824218750e+01,7.505502104759216309e-01
1.571436691284179688e+01,7.505556941032409668e-01
1.572483062744140625e+01,7.505590915679931641e-01
1.573529434204101562e+01,7.505602836608886719e-01
1.574575805664062500e+01,7.505590319633483887e-01
1.575622177124023438e+01,7.505551576614379883e-01
1.576668548583984375e+01,7.505485415458679199e-01
1.577714920043945312e+01,7.505390048027038574e-01
1.578761291503906250e+01,7.505262494087219238e-01
1.579807758331298828e+01,7.505101561546325684e-01
1.580854129791259766e+01,7.504905462265014648e-01
1.581900501251220703e+01,7.504672408103942871e-01
1.582946872711181641e+01,7.504400014877319336e-01
1.583993244171142578e+01,7.504087090492248535e-01
1.585039615631103516e+01,7.503731250762939453e-01
1.586085987091064453e+01,7.503330707550048828e-01
1.587132358551025391e+01,7.502884268760681152e-01
1.588177490234375000e+01,7.502391338348388672e-01
1.589222621917724609e+01,7.501854896545410156e-01
1.590267753601074219e+01,7.501275539398193359e-01
1.591312885284423828e+01,7.500655651092529297e-01
1.592358112335205078e+01,7.499997019767761230e-01
1.593403244018554688e+01,7.499300837516784668e-01
1.594448375701904297e+01,7.498568892478942871e-01
1.595493507385253906e+01,7.497803568840026855e-01
1.596538639068603516e+01,7.497006058692932129e-01
1.597583770751953125e+01,7.496178150177001953e-01
1.598628807067871094e+01,7.495321035385131836e-01
1.599673938751220703e+01,7.494437694549560547e-01
1.600719070434570312e+01,7.493528723716735840e-01
1.601764297485351562e+01,7.492596507072448730e-01
1.602809333801269531e+01,7.491642236709594727e-01
1.603854370117187500e+01,7.490668296813964844e-01
1.604899597167968750e+01,7.489675283432006836e-01
1.605944633483886719e+01,7.488666176795959473e-01
1.606989860534667969e+01,7.487642168998718262e-01
1.608034896850585938e+01,7.486605048179626465e-01
