[0.011s] Invoking command in '/home/hisham/BFMC/Brain_DEI/brain/build/utils': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/hisham/BFMC/Brain_DEI/brain/install/unix_out:/home/hisham/BFMC/Brain_DEI/brain/install/output:/home/hisham/BFMC/Brain_DEI/brain/install/input:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --build /home/hisham/BFMC/Brain_DEI/brain/build/utils -- -j12 -l12
[0.060s] [  1%] Built target utils__rosidl_generator_type_description
[0.069s] [  1%] Built target ament_cmake_python_symlink_utils
[0.084s] [  1%] Built target utils__cpp
[0.091s] [ 27%] Built target utils__rosidl_generator_c
[0.123s] [ 37%] Built target utils__rosidl_typesupport_c
[0.127s] [ 65%] Built target utils__rosidl_typesupport_fastrtps_c
[0.127s] [ 66%] Built target utils__rosidl_typesupport_introspection_cpp
[0.128s] [ 67%] Built target utils__rosidl_typesupport_fastrtps_cpp
[0.134s] [ 76%] Built target utils__rosidl_typesupport_introspection_c
[0.136s] [ 85%] Built target utils__rosidl_typesupport_cpp
[0.156s] [ 85%] Built target utils
[0.177s] [ 86%] Built target utils__py
[0.204s] [ 95%] Built target utils__rosidl_generator_py
[0.231s] [ 97%] Built target utils_s__rosidl_typesupport_fastrtps_c
[0.232s] [ 98%] Built target utils_s__rosidl_typesupport_introspection_c
[0.232s] [100%] Built target utils_s__rosidl_typesupport_c
[0.383s] running egg_info
[0.410s] writing utils.egg-info/PKG-INFO
[0.410s] writing dependency_links to utils.egg-info/dependency_links.txt
[0.411s] writing top-level names to utils.egg-info/top_level.txt
[0.491s] reading manifest file 'utils.egg-info/SOURCES.txt'
[0.492s] writing manifest file 'utils.egg-info/SOURCES.txt'
[0.516s] [100%] Built target ament_cmake_python_build_utils_egg
[0.526s] Invoked command in '/home/hisham/BFMC/Brain_DEI/brain/build/utils' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/hisham/BFMC/Brain_DEI/brain/install/unix_out:/home/hisham/BFMC/Brain_DEI/brain/install/output:/home/hisham/BFMC/Brain_DEI/brain/install/input:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --build /home/hisham/BFMC/Brain_DEI/brain/build/utils -- -j12 -l12
[0.535s] Invoking command in '/home/hisham/BFMC/Brain_DEI/brain/build/utils': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/hisham/BFMC/Brain_DEI/brain/install/unix_out:/home/hisham/BFMC/Brain_DEI/brain/install/output:/home/hisham/BFMC/Brain_DEI/brain/install/input:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --install /home/hisham/BFMC/Brain_DEI/brain/build/utils
[0.542s] -- Install configuration: ""
[0.542s] -- Execute custom install script
[0.542s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/ament_index/resource_index/rosidl_interfaces/utils
[0.543s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/IMU.json
[0.543s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Localisation.json
[0.543s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Vehicles.json
[0.543s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Environmental.json
[0.543s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Log.json
[0.543s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/TopicInfo.json
[0.544s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Semaphore.json
[0.544s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Conditions.json
[0.544s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/msg/Trafficsignprediction.json
[0.544s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/srv/Subscribing.json
[0.544s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/srv/RequestParam.json
[0.545s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/conditions.h
[0.545s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/conditions__functions.h
[0.545s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/conditions__struct.h
[0.545s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/conditions__type_support.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/environmental__functions.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/environmental__struct.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/environmental__type_support.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/imu__functions.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/imu__struct.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/imu__type_support.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/localisation__functions.h
[0.546s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/localisation__struct.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/localisation__type_support.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/log__functions.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/log__struct.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/log__type_support.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/semaphore__functions.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/semaphore__struct.h
[0.547s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/semaphore__type_support.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/topic_info__functions.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/topic_info__struct.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/topic_info__type_support.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/trafficsignprediction__functions.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/trafficsignprediction__struct.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/trafficsignprediction__type_support.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/vehicles__functions.h
[0.548s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/vehicles__struct.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/vehicles__type_support.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/environmental.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/imu.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/localisation.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/log.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/rosidl_generator_c__visibility_control.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/semaphore.h
[0.549s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/topic_info.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/trafficsignprediction.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/vehicles.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/detail/request_param__functions.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/detail/request_param__struct.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/detail/request_param__type_support.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/detail/subscribing__functions.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/detail/subscribing__struct.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/detail/subscribing__type_support.h
[0.550s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/request_param.h
[0.551s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/srv/subscribing.h
[0.551s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/environment/library_path.sh
[0.551s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/share/utils/environment/library_path.dsv
[0.552s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/conditions__rosidl_typesupport_fastrtps_c.h
[0.552s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/environmental__rosidl_typesupport_fastrtps_c.h
[0.552s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/imu__rosidl_typesupport_fastrtps_c.h
[0.552s] -- Up-to-date symlink: /home/hisham/BFMC/Brain_DEI/brain/install/utils/include/utils/utils/msg/detail/localisation__rosidl_typesupport_fastrtps_c.h
