timestamp,encoder_distance,yaw_true
1749226886.8882668,8.27435752259704,-1.56466805934906
1749226886.968297,8.274360399548383,-1.5646682977676392
1749226887.0016992,8.275064102566324,-1.5645467042922974
1749226887.0351274,8.280129105591922,-1.5670653581619263
1749226887.0685275,8.287893872945052,-1.569883108139038
1749226887.1019995,8.30034725617731,-1.5725263357162476
1749226887.136769,8.30666003214638,-1.5750086307525635
1749226887.1701684,8.316912599382613,-1.5775264501571655
1749226887.203604,8.32736539926031,-1.5798465013504028
1749226887.237009,8.33790618396861,-1.5817971229553223
1749226887.270416,8.348522582559763,-1.5846757888793945
1749226887.3038957,8.359153872479675,-1.587196946144104
1749226887.3373053,8.36983137198867,-1.588192343711853
1749226887.3707297,8.380493010552655,-1.5898382663726807
1749226887.4041462,8.3908041326243,-1.5911287069320679
1749226887.4375749,8.401831212293308,-1.5927563905715942
1749226887.4710088,8.41607460500988,-1.5933871269226074
1749226887.5044284,8.430328068913957,-1.594652771949768
1749226887.5378368,8.440661325283287,-1.5962846279144287
1749226887.5712483,8.451698885690808,-1.5969079732894897
1749226887.604671,8.462020512786994,-1.5974106788635254
1749226887.63809,8.469499077770772,-1.598808765411377
1749226887.6715412,8.480189398562967,-1.5992624759674072
1749226887.7049527,8.49086284942889,-1.5999268293380737
1749226887.7384784,8.501528812857863,-1.600847840309143
1749226887.7718997,8.512193108676412,-1.6014498472213745
1749226887.8053,8.52285386410162,-1.6022262573242188
1749226887.8387132,8.533515060126902,-1.6032003164291382
1749226887.8721452,8.547374824129571,-1.603639841079712
1749226887.905562,8.559459608734826,-1.604127287864685
1749226887.9390137,8.569053737214377,-1.604931354522705
1749226887.9724753,8.579716234274068,-1.60515296459198
1749226888.005883,8.590381899409822,-1.6052331924438477
1749226888.0392952,8.6010429468731,-1.606009602546692
1749226888.0726497,8.615263988582196,-1.606370210647583
1749226888.106057,8.625932112614493,-1.6059577465057373
1749226888.1399214,8.636593782640293,-1.6063423156738281
1749226888.1733665,8.64725608613174,-1.60623037815094
1749226888.2081418,8.657915384037107,-1.6067181825637817
1749226888.2415519,8.668574595140269,-1.6066381931304932
1749226888.2750254,8.679235720293402,-1.6069377660751343
1749226888.3084307,8.689540814312336,-1.6065155267715454
1749226888.3419626,8.70055617823608,-1.6063941717147827
1749226888.3753707,8.707661963697495,-1.6064547300338745
1749226888.4087706,8.714767959715685,-1.6062721014022827
1749226888.4421787,8.725071379635235,-1.6064412593841553
1749226888.4755907,8.735728828593203,-1.606486201286316
1749226888.509015,8.746743531036106,-1.606008529663086
1749226888.542495,8.757403334370695,-1.6063541173934937
1749226888.5758917,8.768417320836818,-1.6063215732574463
1749226888.6093268,8.779075518571267,-1.6060569286346436
1749226888.642879,8.78973278267746,-1.6059494018554688
1749226888.676281,8.797547744394912,-1.6057207584381104
1749226888.709795,8.806783073386072,-1.6055446863174438
1749226888.7431998,8.817793900854621,-1.6053709983825684
1749226888.7766902,8.832001880739924,-1.604980707168579
1749226888.8107417,8.842656917155457,-1.6042400598526
1749226888.8444247,8.849761354423798,-1.6040865182876587
1749226888.8778317,8.863970175099096,-1.603617548942566
1749226888.9113395,8.874270672663183,-1.60316002368927
1749226888.9447434,8.885283231391215,-1.6028578281402588
1749226888.9781399,8.895938309779398,-1.6024703979492188
1749226889.0117242,8.903041630458473,-1.6020821332931519
1749226889.045141,8.91369654508031,-1.601653814315796
1749226889.078569,8.924706128146997,-1.6012839078903198
1749226889.111977,8.935005597225407,-1.6007215976715088
1749226889.1453779,8.945660592842463,-1.6003379821777344
1749226889.1787963,8.952763312174117,-1.599866509437561
1749226889.2122262,8.963417674271827,-1.5995103120803833
1749226889.2456393,8.974073210490001,-1.5989704132080078
1749226889.2790496,8.984726370867556,-1.598190188407898
1749226889.3125904,8.997513454572825,-1.597891092300415
1749226889.3462474,9.006037170878892,-1.5974900722503662
1749226889.3797686,9.017045872561676,-1.5968736410140991
1749226889.4131756,9.024148272012257,-1.5963088274002075
1749226889.4466355,9.03444704758382,-1.5958428382873535
1749226889.4800673,9.046167629884238,-1.595395565032959
1749226889.513556,9.056111256044531,-1.5948470830917358
1749226889.54696,9.06250403219853,-1.5945223569869995
1749226889.5803676,9.076709471570734,-1.5938727855682373
1749226889.6137674,9.08771903732644,-1.5931400060653687
1749226889.6471748,9.098375315882844,-1.5927609205245972
1749226889.6806192,9.109387699544772,-1.592538595199585
1749226889.7140183,9.116134755213634,-1.5916610956192017
1749226889.7473953,9.1267899097394,-1.590959072113037
1749226889.7807975,9.13744775564962,-1.5906646251678467
1749226889.814206,9.148103178977305,-1.5898233652114868
1749226889.847608,9.160534733630252,-1.5891892910003662
1749226889.8816595,9.169415942718144,-1.5889661312103271
1749226889.915025,9.176520437608694,-1.5885744094848633
1749226889.948431,9.187531153141968,-1.587931752204895
1749226889.9818406,9.197831393413924,-1.5873945951461792
1749226890.015253,9.204934776449688,-1.5868473052978516
1749226890.048756,9.219142624545405,-1.5864877700805664
1749226890.0821724,9.229443302036305,-1.5861893892288208
1749226890.1156292,9.240454197945061,-1.5860520601272583
1749226890.149276,9.247557700329878,-1.585515022277832
1749226890.1828682,9.261411692037651,-1.585465431213379
1749226890.220356,9.26901166998287,-1.584773063659668
1749226890.2537637,9.276464013963828,-1.5850317478179932
1749226890.287169,9.283476553649786,-1.5838271379470825
1749226890.3208294,9.286588627104713,-1.5842809677124023
1749226890.3542378,9.290570927477157,-1.5841827392578125
1749226890.3876593,9.294651612231556,-1.583831548690796
1749226890.4211025,9.29761019312153,-1.584288239479065
1749226890.4546096,9.300930989676061,-1.584032654762268
1749226890.4880147,9.302996982650935,-1.5838483572006226
1749226890.5214236,9.307417763709237,-1.5839108228683472
1749226890.555211,9.309660140201348,-1.58396315574646
1749226890.5890183,9.311689601722662,-1.5838369131088257
1749226890.62242,9.316609627150406,-1.5839569568634033
1749226890.6558292,9.317036398940676,-1.583694577217102
1749226890.6893418,9.320154847534878,-1.583543062210083
1749226890.7227144,9.322390919543599,-1.5840637683868408
1749226890.7562902,9.323457694722762,-1.5841401815414429
1749226890.7914765,9.326785406056034,-1.583795189857483
1749226890.824874,9.329900121286228,-1.5836853981018066
1749226890.8583775,9.33310046125258,-1.5836772918701172
1749226890.8918505,9.336528749802737,-1.5840585231781006
1749226890.925292,9.338565247827233,-1.5837945938110352
1749226890.9595978,9.341565880238262,-1.583950400352478
1749226890.9930024,9.344965119460939,-1.5844272375106812
1749226891.026451,9.349957382302154,-1.5838392972946167
1749226891.0598612,9.352572436347035,-1.584674596786499
1749226891.0932784,9.356563323107954,-1.5844615697860718
1749226891.1268048,9.361865874161772,-1.5852004289627075
1749226891.1602068,9.364622180763138,-1.585374355316162
1749226891.1936488,9.368375648761905,-1.585814118385315
1749226891.227048,9.372079686694095,-1.5864464044570923
1749226891.261247,9.376027134154143,-1.5863031148910522
1749226891.2946184,9.380023288039693,-1.5868098735809326
1749226891.328021,9.38357870889844,-1.587953805923462
1749226891.3614268,9.385917092293854,-1.5875016450881958
1749226891.394825,9.389672325517195,-1.5876802206039429
1749226891.4281964,9.393099906881504,-1.5884082317352295
1749226891.461623,9.396583360322769,-1.5891395807266235
1749226891.4949985,9.401155192610267,-1.5888118743896484
1749226891.5284066,9.404505922103741,-1.5893701314926147
1749226891.5618975,9.40778804046371,-1.5902247428894043
1749226891.5953174,9.411132015792589,-1.5906548500061035
1749226891.629226,9.41430182456214,-1.5917446613311768
1749226891.6626396,9.417429033233036,-1.5922443866729736
1749226891.696089,9.420516659989167,-1.5923972129821777
1749226891.7295,9.423364893919295,-1.5929877758026123
1749226891.762902,9.426371324475912,-1.593928575515747
1749226891.7963028,9.428373935385089,-1.5941998958587646
1749226891.8297167,9.432387977920015,-1.5940934419631958
1749226891.8631217,9.43525787863989,-1.5950448513031006
1749226891.8966053,9.437989380223916,-1.5950502157211304
1749226891.9300413,9.440856951219706,-1.595962405204773
1749226891.9634862,9.442689886209745,-1.5961452722549438
1749226891.9968958,9.445468377552896,-1.596413493156433
1749226892.0303102,9.448058327062476,-1.597449779510498
1749226892.0637784,9.451586694896017,-1.59740149974823
